locale,key,locale_value,status,fr_value
si,system_alert,"⚠️ ALERTE SYSTÈME",placeholder,"⚠️ ALERTE SYSTÈME"
si,mail_send_failure_detected,"Échec d'envoi d'email détecté",placeholder,"Échec d'envoi d'email détecté"
si,email_sending_problem,"Problème d'envoi d'email",placeholder,"Problème d'envoi d'email"
si,email_send_failure_explanation,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP.",placeholder,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP."
si,error_details,"Détails de l'erreur",placeholder,"Détails de l'erreur"
si,label_failed_recipient,"Destinataire concerné",placeholder,"Destinataire concerné"
si,label_context,Contexte,placeholder,Contexte
si,label_error_message,"Message d'erreur",placeholder,"Message d'erreur"
si,possible_causes,"Causes possibles",placeholder,"Causes possibles"
si,cause_daily_limit,"Limite quotidienne atteinte",placeholder,"Limite quotidienne atteinte"
si,cause_daily_limit_details,"La plateforme d'envoi peut limiter le nombre d'emails par jour.",placeholder,"La plateforme d'envoi peut limiter le nombre d'emails par jour."
si,cause_smtp_connection,"Problème de connexion SMTP",placeholder,"Problème de connexion SMTP"
si,cause_smtp_connection_details,"Le serveur SMTP peut être temporairement indisponible.",placeholder,"Le serveur SMTP peut être temporairement indisponible."
si,cause_auth_failed,"Authentification échouée",placeholder,"Authentification échouée"
si,cause_auth_failed_details,"Vérifiez les identifiants dans le fichier .env",placeholder,"Vérifiez les identifiants dans le fichier .env"
si,cause_app_password_revoked,"Mot de passe d'application expiré",placeholder,"Mot de passe d'application expiré"
si,cause_app_password_revoked_details,"Le mot de passe d'application peut avoir été révoqué ou expiré.",placeholder,"Le mot de passe d'application peut avoir été révoqué ou expiré."
si,recommended_actions,"Actions recommandées",placeholder,"Actions recommandées"
si,action_if_limit,"Si limite atteinte",placeholder,"Si limite atteinte"
si,action_if_limit_details,"Attendez jusqu'à demain (réinitialisation à minuit PST).",placeholder,"Attendez jusqu'à demain (réinitialisation à minuit PST)."
si,action_check_logs,"Vérifier les logs",placeholder,"Vérifier les logs"
si,action_check_logs_details,"Consultez storage/logs/laravel.log",placeholder,"Consultez storage/logs/laravel.log"
si,action_test_connection,"Tester la connexion",placeholder,"Tester la connexion"
si,action_check_config,"Vérifier la configuration",placeholder,"Vérifier la configuration"
si,action_check_config_details,"Contrôlez les paramètres SMTP dans le fichier .env",placeholder,"Contrôlez les paramètres SMTP dans le fichier .env"
si,action_regenerate_password,"Régénérer le mot de passe",placeholder,"Régénérer le mot de passe"
si,action_regenerate_password_details,"Si nécessaire, créez un nouveau mot de passe d'application.",placeholder,"Si nécessaire, créez un nouveau mot de passe d'application."
si,system_information,"Informations système",placeholder,"Informations système"
si,label_smtp_server,"Serveur SMTP",placeholder,"Serveur SMTP"
si,label_port,Port,placeholder,Port
si,label_account,Compte,placeholder,Compte
si,label_environment,Environnement,placeholder,Environnement
si,alert_auto_generated_notice,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés.",placeholder,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés."
si,account_management_system,"Système de gestion des comptes",placeholder,"Système de gestion des comptes"
si,alert_generated_by_safemail,"Cette alerte a été générée automatiquement par le système SafeMailService",placeholder,"Cette alerte a été générée automatiquement par le système SafeMailService"
si,contact_technical_team,"Pour toute question, contactez votre équipe technique",placeholder,"Pour toute question, contactez votre équipe technique"
si,password_reset_title,"Réinitialisation de mot de passe - TRANSFERFLUX",placeholder,"Réinitialisation de mot de passe - TRANSFERFLUX"
si,password_reset_heading,"Réinitialisation de mot de passe",placeholder,"Réinitialisation de mot de passe"
si,greeting_simple_name,"Bonjour :name,",placeholder,"Bonjour :name,"
si,password_reset_reason,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe.",placeholder,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe."
si,password_reset_click_link,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :",placeholder,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :"
si,password_reset_no_action_needed,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise.",placeholder,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise."
si,thank_you_using_brand,"Merci d'utiliser TRANSFERFLUX !",placeholder,"Merci d'utiliser TRANSFERFLUX !"
sk,compte_created_subject,,missing,"Ouverture de compte - TRANSFERFLUX"
sk,compte_created_title,,missing,"Ouverture de compte sur TRANSFERFLUX"
sk,greeting,,missing,"Bonjour :name,"
sk,compte_created_message,,missing,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>."
sk,credentials_title,,missing,"Vos identifiants sont:"
sk,label_email,,missing,Email
sk,label_password,,missing,"Mot de passe"
sk,label_initial_balance,,missing,"💰 Solde initial:"
sk,cta_login,,missing,"Connectez-vous à votre espace client"
sk,info_access,,missing,"Vous pouvez maintenant accéder à votre compte et profiter de nos services."
sk,support_contact,,missing,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>."
sk,footer_thanks,,missing,"Merci d\'utiliser TRANSFERFLUX !"
sk,footer_brand,,missing,TRANSFERFLUX
sk,footer_partner,,missing,"Votre partenaire financier de confiance 🏦"
sk,virement_success_subject,,missing,"Virement effectué avec succès - TRANSFERFLUX"
sk,virement_success_title,,missing,"Virement Effectué avec Succès"
sk,virement_success_message,,missing,"Nous vous informons que votre virement a été effectué avec succès."
sk,virement_failed_subject,,missing,"Échec de virement - TRANSFERFLUX"
sk,virement_failed_title,,missing,"Échec de Virement"
sk,virement_failed_message,,missing,"Nous vous informons que votre virement a échoué."
sk,details_title,,missing,"Détails du virement"
sk,label_amount,,missing,"💰 Montant :"
sk,label_date,,missing,"📅 Date :"
sk,label_beneficiary,,missing,"👤 Bénéficiaire :"
sk,virement_notice,,missing,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables."
sk,thanks,,missing,"Merci,"
sk,contact_support_for_info,,missing,"Pour plus d'informations, veuillez contacter notre service client."
sk,regards,,missing,"Cordialement,"
sk,service_client,,missing,"Service Client"
sk,auto_generated_notice,,missing,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement."
sk,compte_activated_title,,missing,"Compte Activé - TRANSFERFLUX"
sk,compte_activated_heading,,missing,"Compte Activé avec Succès"
sk,good_news,,missing,"✅ Bonne nouvelle :"
sk,compte_activated_message,,missing,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !"
sk,compte_activated_explanation,,missing,"Vous pouvez effectuer toutes vos transactions en toute sécurité."
sk,label_holder,,missing,Titulaire
sk,label_current_balance,,missing,"Solde actuel"
sk,label_status,,missing,Statut
sk,status_active,,missing,ACTIVÉ
sk,you_can_now,,missing,"Vous pouvez maintenant :"
sk,can_make_transfers,,missing,"Effectuer des virements et transferts"
sk,check_balance,,missing,"Consulter votre solde en temps réel"
sk,manage_transactions,,missing,"Gérer vos transactions en toute sécurité"
sk,access_services,,missing,"Accéder à tous nos services bancaires"
sk,thanks_welcome,,missing,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !"
sk,unlock_code_used_title,,missing,"Code de Déblocage Utilisé - TRANSFERFLUX"
sk,unlock_code_used_heading,,missing,"Code de Déblocage Utilisé"
sk,greeting_simple,,missing,"Bonjour,"
sk,info_notification,,missing,"ℹ️ Notification :"
sk,unlock_code_used_alert,,missing,"Un code de déblocage vient d'être utilisé sur votre compte."
sk,unlock_code_used_explanation,,missing,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction."
sk,label_date_time,,missing,"Date et heure"
sk,label_transfer_amount,,missing,"Montant du transfert"
sk,label_recipient,,missing,Destinataire
sk,urgent_if_not_you,,missing,"⚠️ Si vous n'êtes pas à l'origine de cette action :"
sk,contact_support_immediately,,missing,"Contactez immédiatement notre service client"
sk,check_recent_transactions,,missing,"Vérifiez toutes vos transactions récentes"
sk,change_access_codes,,missing,"Changez vos codes d'accès par mesure de sécurité"
sk,if_legitimate,,missing,"✅ Si cette action est légitime :"
sk,client_can_finalize,,missing,"Votre client peut maintenant finaliser sa transaction en toute sécurité."
sk,transfer_unlock_code_title,,missing,"Code de déblocage - TRANSFERFLUX"
sk,transfer_unlock_heading,,missing,"Code de déblocage du virement"
sk,transfer_unlock_message_intro,,missing,"Votre code de déblocage pour le virement est indiqué ci-dessous :"
sk,transfer_unlock_code_label,,missing,"Le code est :"
sk,your_unlock_code,,missing,"Votre Code de Déblocage"
sk,do_not_share_unlock_code,,missing,"Ne partagez pas votre code de déblocage !!"
sk,unlock_code_personal_confidential,,missing,"Ce code est strictement personnel et confidentiel."
sk,unlock_code_needed_finalize,,missing,"Ce code est nécessaire pour finaliser votre opération de transfert."
sk,contact_support_for_questions,,missing,"Pour toute question, contactez notre service client."
sk,welcome_title,,missing,"Bienvenue - TRANSFERFLUX"
sk,welcome_heading,,missing,"Bienvenue sur FLASH COMPTE"
sk,welcome_message,,missing,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !"
sk,login_credentials_title,,missing,"📧 Vos identifiants de connexion :"
sk,access_member_area,,missing,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités."
sk,pleasure_to_assist,,missing,"Au plaisir de vous accompagner dans vos opérations financières !"
sk,balance_decreased_title,,missing,"Diminution de solde - TRANSFERFLUX"
sk,balance_decreased_heading,,missing,"Diminution de Solde"
sk,balance_decreased_message,,missing,"Nous souhaitons vous informer que votre solde a été diminué."
sk,operation_details,,missing,"Détails de l'opération"
sk,label_amount_deducted,,missing,"Montant déduit"
sk,label_new_balance,,missing,"Nouveau solde"
sk,contact_us_if_questions,,missing,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter."
sk,balance_increased_title,,missing,"Augmentation de solde - TRANSFERFLUX"
sk,balance_increased_heading,,missing,"Augmentation de Solde"
sk,balance_increased_message,,missing,"Nous souhaitons vous informer que votre solde a été augmenté avec succès."
sk,label_amount_added,,missing,"Montant ajouté"
sk,thank_you_trust,,missing,"Merci de votre confiance !"
sk,refund_title,,missing,"Remboursement - TRANSFERFLUX"
sk,refund_heading,,missing,"Échec de Virement / Remboursement du Solde"
sk,refund_message,,missing,"Nous regrettons de vous informer que votre tentative de virement a échoué."
sk,transfer_details,,missing,"Détails du virement"
sk,label_transfer_date,,missing,"Date du Virement"
sk,label_transfer_reason,,missing,"Motif du Virement"
sk,refund_amount_text,,missing,"Le montant de <strong>:amount</strong> a été remboursé sur votre compte."
sk,refund_apology_contact,,missing,"Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter."
sk,mail_error_alert_title,,missing,"Alerte Échec Email"
sk,system_alert,,missing,"⚠️ ALERTE SYSTÈME"
sk,mail_send_failure_detected,,missing,"Échec d'envoi d'email détecté"
sk,email_sending_problem,,missing,"Problème d'envoi d'email"
sk,email_send_failure_explanation,,missing,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP."
sk,error_details,,missing,"Détails de l'erreur"
sk,label_failed_recipient,,missing,"Destinataire concerné"
sk,label_context,,missing,Contexte
sk,label_error_message,,missing,"Message d'erreur"
sk,possible_causes,,missing,"Causes possibles"
sk,cause_daily_limit,,missing,"Limite quotidienne atteinte"
sk,cause_daily_limit_details,,missing,"La plateforme d'envoi peut limiter le nombre d'emails par jour."
sk,cause_smtp_connection,,missing,"Problème de connexion SMTP"
sk,cause_smtp_connection_details,,missing,"Le serveur SMTP peut être temporairement indisponible."
sk,cause_auth_failed,,missing,"Authentification échouée"
sk,cause_auth_failed_details,,missing,"Vérifiez les identifiants dans le fichier .env"
sk,cause_app_password_revoked,,missing,"Mot de passe d'application expiré"
sk,cause_app_password_revoked_details,,missing,"Le mot de passe d'application peut avoir été révoqué ou expiré."
sk,recommended_actions,,missing,"Actions recommandées"
sk,action_if_limit,,missing,"Si limite atteinte"
sk,action_if_limit_details,,missing,"Attendez jusqu'à demain (réinitialisation à minuit PST)."
sk,action_check_logs,,missing,"Vérifier les logs"
sk,action_check_logs_details,,missing,"Consultez storage/logs/laravel.log"
sk,action_test_connection,,missing,"Tester la connexion"
sk,action_check_config,,missing,"Vérifier la configuration"
sk,action_check_config_details,,missing,"Contrôlez les paramètres SMTP dans le fichier .env"
sk,action_regenerate_password,,missing,"Régénérer le mot de passe"
sk,action_regenerate_password_details,,missing,"Si nécessaire, créez un nouveau mot de passe d'application."
sk,system_information,,missing,"Informations système"
sk,label_smtp_server,,missing,"Serveur SMTP"
sk,label_port,,missing,Port
sk,label_account,,missing,Compte
sk,label_environment,,missing,Environnement
sk,alert_auto_generated_notice,,missing,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés."
sk,account_management_system,,missing,"Système de gestion des comptes"
sk,alert_generated_by_safemail,,missing,"Cette alerte a été générée automatiquement par le système SafeMailService"
sk,contact_technical_team,,missing,"Pour toute question, contactez votre équipe technique"
sk,password_reset_title,,missing,"Réinitialisation de mot de passe - TRANSFERFLUX"
sk,password_reset_heading,,missing,"Réinitialisation de mot de passe"
sk,greeting_simple_name,,missing,"Bonjour :name,"
sk,password_reset_reason,,missing,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe."
sk,password_reset_click_link,,missing,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :"
sk,password_reset_no_action_needed,,missing,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise."
sk,thank_you_using_brand,,missing,"Merci d'utiliser TRANSFERFLUX !"
sl,compte_created_subject,,missing,"Ouverture de compte - TRANSFERFLUX"
sl,compte_created_title,,missing,"Ouverture de compte sur TRANSFERFLUX"
sl,greeting,,missing,"Bonjour :name,"
sl,compte_created_message,,missing,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>."
sl,credentials_title,,missing,"Vos identifiants sont:"
sl,label_email,,missing,Email
sl,label_password,,missing,"Mot de passe"
sl,label_initial_balance,,missing,"💰 Solde initial:"
sl,cta_login,,missing,"Connectez-vous à votre espace client"
sl,info_access,,missing,"Vous pouvez maintenant accéder à votre compte et profiter de nos services."
sl,support_contact,,missing,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>."
sl,footer_thanks,,missing,"Merci d\'utiliser TRANSFERFLUX !"
sl,footer_brand,,missing,TRANSFERFLUX
sl,footer_partner,,missing,"Votre partenaire financier de confiance 🏦"
sl,virement_success_subject,,missing,"Virement effectué avec succès - TRANSFERFLUX"
sl,virement_success_title,,missing,"Virement Effectué avec Succès"
sl,virement_success_message,,missing,"Nous vous informons que votre virement a été effectué avec succès."
sl,virement_failed_subject,,missing,"Échec de virement - TRANSFERFLUX"
sl,virement_failed_title,,missing,"Échec de Virement"
sl,virement_failed_message,,missing,"Nous vous informons que votre virement a échoué."
sl,details_title,,missing,"Détails du virement"
sl,label_amount,,missing,"💰 Montant :"
sl,label_date,,missing,"📅 Date :"
sl,label_beneficiary,,missing,"👤 Bénéficiaire :"
sl,virement_notice,,missing,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables."
sl,thanks,,missing,"Merci,"
sl,contact_support_for_info,,missing,"Pour plus d'informations, veuillez contacter notre service client."
sl,regards,,missing,"Cordialement,"
sl,service_client,,missing,"Service Client"
sl,auto_generated_notice,,missing,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement."
sl,compte_activated_title,,missing,"Compte Activé - TRANSFERFLUX"
sl,compte_activated_heading,,missing,"Compte Activé avec Succès"
sl,good_news,,missing,"✅ Bonne nouvelle :"
sl,compte_activated_message,,missing,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !"
sl,compte_activated_explanation,,missing,"Vous pouvez effectuer toutes vos transactions en toute sécurité."
sl,label_holder,,missing,Titulaire
sl,label_current_balance,,missing,"Solde actuel"
sl,label_status,,missing,Statut
sl,status_active,,missing,ACTIVÉ
sl,you_can_now,,missing,"Vous pouvez maintenant :"
sl,can_make_transfers,,missing,"Effectuer des virements et transferts"
sl,check_balance,,missing,"Consulter votre solde en temps réel"
sl,manage_transactions,,missing,"Gérer vos transactions en toute sécurité"
sl,access_services,,missing,"Accéder à tous nos services bancaires"
sl,thanks_welcome,,missing,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !"
sl,unlock_code_used_title,,missing,"Code de Déblocage Utilisé - TRANSFERFLUX"
sl,unlock_code_used_heading,,missing,"Code de Déblocage Utilisé"
sl,greeting_simple,,missing,"Bonjour,"
sl,info_notification,,missing,"ℹ️ Notification :"
sl,unlock_code_used_alert,,missing,"Un code de déblocage vient d'être utilisé sur votre compte."
sl,unlock_code_used_explanation,,missing,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction."
sl,label_date_time,,missing,"Date et heure"
sl,label_transfer_amount,,missing,"Montant du transfert"
sl,label_recipient,,missing,Destinataire
sl,urgent_if_not_you,,missing,"⚠️ Si vous n'êtes pas à l'origine de cette action :"
sl,contact_support_immediately,,missing,"Contactez immédiatement notre service client"
sl,check_recent_transactions,,missing,"Vérifiez toutes vos transactions récentes"
sl,change_access_codes,,missing,"Changez vos codes d'accès par mesure de sécurité"
sl,if_legitimate,,missing,"✅ Si cette action est légitime :"
sl,client_can_finalize,,missing,"Votre client peut maintenant finaliser sa transaction en toute sécurité."
sl,transfer_unlock_code_title,,missing,"Code de déblocage - TRANSFERFLUX"
sl,transfer_unlock_heading,,missing,"Code de déblocage du virement"
sl,transfer_unlock_message_intro,,missing,"Votre code de déblocage pour le virement est indiqué ci-dessous :"
sl,transfer_unlock_code_label,,missing,"Le code est :"
sl,your_unlock_code,,missing,"Votre Code de Déblocage"
sl,do_not_share_unlock_code,,missing,"Ne partagez pas votre code de déblocage !!"
sl,unlock_code_personal_confidential,,missing,"Ce code est strictement personnel et confidentiel."
sl,unlock_code_needed_finalize,,missing,"Ce code est nécessaire pour finaliser votre opération de transfert."
sl,contact_support_for_questions,,missing,"Pour toute question, contactez notre service client."
sl,welcome_title,,missing,"Bienvenue - TRANSFERFLUX"
sl,welcome_heading,,missing,"Bienvenue sur FLASH COMPTE"
sl,welcome_message,,missing,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !"
sl,login_credentials_title,,missing,"📧 Vos identifiants de connexion :"
sl,access_member_area,,missing,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités."
sl,pleasure_to_assist,,missing,"Au plaisir de vous accompagner dans vos opérations financières !"
sl,balance_decreased_title,,missing,"Diminution de solde - TRANSFERFLUX"
sl,balance_decreased_heading,,missing,"Diminution de Solde"
sl,balance_decreased_message,,missing,"Nous souhaitons vous informer que votre solde a été diminué."
sl,operation_details,,missing,"Détails de l'opération"
sl,label_amount_deducted,,missing,"Montant déduit"
sl,label_new_balance,,missing,"Nouveau solde"
sl,contact_us_if_questions,,missing,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter."
sl,balance_increased_title,,missing,"Augmentation de solde - TRANSFERFLUX"
sl,balance_increased_heading,,missing,"Augmentation de Solde"
sl,balance_increased_message,,missing,"Nous souhaitons vous informer que votre solde a été augmenté avec succès."
sl,label_amount_added,,missing,"Montant ajouté"
sl,thank_you_trust,,missing,"Merci de votre confiance !"
sl,refund_title,,missing,"Remboursement - TRANSFERFLUX"
sl,refund_heading,,missing,"Échec de Virement / Remboursement du Solde"
sl,refund_message,,missing,"Nous regrettons de vous informer que votre tentative de virement a échoué."
sl,transfer_details,,missing,"Détails du virement"
sl,label_transfer_date,,missing,"Date du Virement"
sl,label_transfer_reason,,missing,"Motif du Virement"
sl,refund_amount_text,,missing,"Le montant de <strong>:amount</strong> a été remboursé sur votre compte."
sl,refund_apology_contact,,missing,"Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter."
sl,mail_error_alert_title,,missing,"Alerte Échec Email"
sl,system_alert,,missing,"⚠️ ALERTE SYSTÈME"
sl,mail_send_failure_detected,,missing,"Échec d'envoi d'email détecté"
sl,email_sending_problem,,missing,"Problème d'envoi d'email"
sl,email_send_failure_explanation,,missing,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP."
sl,error_details,,missing,"Détails de l'erreur"
sl,label_failed_recipient,,missing,"Destinataire concerné"
sl,label_context,,missing,Contexte
sl,label_error_message,,missing,"Message d'erreur"
sl,possible_causes,,missing,"Causes possibles"
sl,cause_daily_limit,,missing,"Limite quotidienne atteinte"
sl,cause_daily_limit_details,,missing,"La plateforme d'envoi peut limiter le nombre d'emails par jour."
sl,cause_smtp_connection,,missing,"Problème de connexion SMTP"
sl,cause_smtp_connection_details,,missing,"Le serveur SMTP peut être temporairement indisponible."
sl,cause_auth_failed,,missing,"Authentification échouée"
sl,cause_auth_failed_details,,missing,"Vérifiez les identifiants dans le fichier .env"
sl,cause_app_password_revoked,,missing,"Mot de passe d'application expiré"
sl,cause_app_password_revoked_details,,missing,"Le mot de passe d'application peut avoir été révoqué ou expiré."
sl,recommended_actions,,missing,"Actions recommandées"
sl,action_if_limit,,missing,"Si limite atteinte"
sl,action_if_limit_details,,missing,"Attendez jusqu'à demain (réinitialisation à minuit PST)."
sl,action_check_logs,,missing,"Vérifier les logs"
sl,action_check_logs_details,,missing,"Consultez storage/logs/laravel.log"
sl,action_test_connection,,missing,"Tester la connexion"
sl,action_check_config,,missing,"Vérifier la configuration"
sl,action_check_config_details,,missing,"Contrôlez les paramètres SMTP dans le fichier .env"
sl,action_regenerate_password,,missing,"Régénérer le mot de passe"
sl,action_regenerate_password_details,,missing,"Si nécessaire, créez un nouveau mot de passe d'application."
sl,system_information,,missing,"Informations système"
sl,label_smtp_server,,missing,"Serveur SMTP"
sl,label_port,,missing,Port
sl,label_account,,missing,Compte
sl,label_environment,,missing,Environnement
sl,alert_auto_generated_notice,,missing,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés."
sl,account_management_system,,missing,"Système de gestion des comptes"
sl,alert_generated_by_safemail,,missing,"Cette alerte a été générée automatiquement par le système SafeMailService"
sl,contact_technical_team,,missing,"Pour toute question, contactez votre équipe technique"
sl,password_reset_title,,missing,"Réinitialisation de mot de passe - TRANSFERFLUX"
sl,password_reset_heading,,missing,"Réinitialisation de mot de passe"
sl,greeting_simple_name,,missing,"Bonjour :name,"
sl,password_reset_reason,,missing,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe."
sl,password_reset_click_link,,missing,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :"
sl,password_reset_no_action_needed,,missing,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise."
sl,thank_you_using_brand,,missing,"Merci d'utiliser TRANSFERFLUX !"
sm,compte_created_subject,"Ouverture de compte - TRANSFERFLUX",placeholder,"Ouverture de compte - TRANSFERFLUX"
sm,compte_created_title,"Ouverture de compte sur TRANSFERFLUX",placeholder,"Ouverture de compte sur TRANSFERFLUX"
sm,greeting,"Bonjour :name,",placeholder,"Bonjour :name,"
sm,compte_created_message,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>.",placeholder,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>."
sm,credentials_title,"Vos identifiants sont:",placeholder,"Vos identifiants sont:"
sm,label_email,Email,placeholder,Email
sm,label_password,"Mot de passe",placeholder,"Mot de passe"
sm,label_initial_balance,"💰 Solde initial:",placeholder,"💰 Solde initial:"
sm,cta_login,"Connectez-vous à votre espace client",placeholder,"Connectez-vous à votre espace client"
sm,info_access,"Vous pouvez maintenant accéder à votre compte et profiter de nos services.",placeholder,"Vous pouvez maintenant accéder à votre compte et profiter de nos services."
sm,support_contact,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>.",placeholder,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>."
sm,footer_thanks,"Merci d\'utiliser TRANSFERFLUX !",placeholder,"Merci d\'utiliser TRANSFERFLUX !"
sm,footer_brand,TRANSFERFLUX,placeholder,TRANSFERFLUX
sm,footer_partner,"Votre partenaire financier de confiance 🏦",placeholder,"Votre partenaire financier de confiance 🏦"
sm,virement_success_subject,"Virement effectué avec succès - TRANSFERFLUX",placeholder,"Virement effectué avec succès - TRANSFERFLUX"
sm,virement_success_title,"Virement Effectué avec Succès",placeholder,"Virement Effectué avec Succès"
sm,virement_success_message,"Nous vous informons que votre virement a été effectué avec succès.",placeholder,"Nous vous informons que votre virement a été effectué avec succès."
sm,virement_failed_subject,"Échec de virement - TRANSFERFLUX",placeholder,"Échec de virement - TRANSFERFLUX"
sm,virement_failed_title,"Échec de Virement",placeholder,"Échec de Virement"
sm,virement_failed_message,"Nous vous informons que votre virement a échoué.",placeholder,"Nous vous informons que votre virement a échoué."
sm,details_title,"Détails du virement",placeholder,"Détails du virement"
sm,label_amount,"💰 Montant :",placeholder,"💰 Montant :"
sm,label_date,"📅 Date :",placeholder,"📅 Date :"
sm,label_beneficiary,"👤 Bénéficiaire :",placeholder,"👤 Bénéficiaire :"
sm,virement_notice,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables.",placeholder,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables."
sm,thanks,"Merci,",placeholder,"Merci,"
sm,contact_support_for_info,"Pour plus d'informations, veuillez contacter notre service client.",placeholder,"Pour plus d'informations, veuillez contacter notre service client."
sm,regards,"Cordialement,",placeholder,"Cordialement,"
sm,service_client,"Service Client",placeholder,"Service Client"
sm,auto_generated_notice,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement.",placeholder,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement."
sm,compte_activated_title,"Compte Activé - TRANSFERFLUX",placeholder,"Compte Activé - TRANSFERFLUX"
sm,compte_activated_heading,"Compte Activé avec Succès",placeholder,"Compte Activé avec Succès"
sm,good_news,"✅ Bonne nouvelle :",placeholder,"✅ Bonne nouvelle :"
sm,compte_activated_message,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !",placeholder,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !"
sm,compte_activated_explanation,"Vous pouvez effectuer toutes vos transactions en toute sécurité.",placeholder,"Vous pouvez effectuer toutes vos transactions en toute sécurité."
sm,label_holder,Titulaire,placeholder,Titulaire
sm,label_current_balance,"Solde actuel",placeholder,"Solde actuel"
sm,label_status,Statut,placeholder,Statut
sm,status_active,ACTIVÉ,placeholder,ACTIVÉ
sm,you_can_now,"Vous pouvez maintenant :",placeholder,"Vous pouvez maintenant :"
sm,can_make_transfers,"Effectuer des virements et transferts",placeholder,"Effectuer des virements et transferts"
sm,check_balance,"Consulter votre solde en temps réel",placeholder,"Consulter votre solde en temps réel"
sm,manage_transactions,"Gérer vos transactions en toute sécurité",placeholder,"Gérer vos transactions en toute sécurité"
sm,access_services,"Accéder à tous nos services bancaires",placeholder,"Accéder à tous nos services bancaires"
